Episode	Score	Epsilon
1306	1270.0	0.05
1307	1730.0	0.05
1308	2520.0	0.05
1309	1930.0	0.05
1310	1290.0	0.05
1311	1290.0	0.05
1312	1400.0	0.05
1313	850.0	0.05
1314	370.0	0.05
1315	2440.0	0.05
1316	1510.0	0.05
1317	2000.0	0.05
1318	780.0	0.05
1319	840.0	0.05
1320	1800.0	0.05
1321	2590.0	0.05
1322	1210.0	0.05
1323	710.0	0.05
1324	2430.0	0.05
1325	570.0	0.05
1326	950.0	0.05
1327	1430.0	0.05
1328	2400.0	0.05
1329	1020.0	0.05
1330	1230.0	0.05
1331	1290.0	0.05
1332	1210.0	0.05
1333	710.0	0.05
1334	1130.0	0.05
1335	750.0	0.05
1336	1860.0	0.05
1337	1150.0	0.05
1338	2080.0	0.05
1339	1680.0	0.05
1340	1360.0	0.05
1341	930.0	0.05
1342	780.0	0.05
1343	660.0	0.05
1344	2020.0	0.05
1345	1150.0	0.05
1346	1220.0	0.05
1347	560.0	0.05
1348	850.0	0.05
1349	1590.0	0.05
1350	1350.0	0.05
1351	1440.0	0.05
1352	1930.0	0.05
1353	1090.0	0.05
1354	1760.0	0.05
1355	1120.0	0.05
1356	2050.0	0.05
1357	1470.0	0.05
1358	860.0	0.05
1359	810.0	0.05
1360	460.0	0.05
1361	980.0	0.05
1362	990.0	0.05
1363	810.0	0.05
1364	720.0	0.05
1365	970.0	0.05
1366	900.0	0.05
1367	970.0	0.05
1368	640.0	0.05
1369	1780.0	0.05
1370	1250.0	0.05
1371	1070.0	0.05
1372	1410.0	0.05
1373	1590.0	0.05
1374	4010.0	0.05
1375	1360.0	0.05
1376	640.0	0.05
1377	650.0	0.05
1378	840.0	0.05
1379	1160.0	0.05
1380	570.0	0.05
1381	2600.0	0.05
1382	2570.0	0.05
1383	2450.0	0.05
1384	2270.0	0.05
1385	1470.0	0.05
1386	1590.0	0.05
1387	940.0	0.05
1388	1970.0	0.05
1389	1120.0	0.05
1390	1730.0	0.05
1391	830.0	0.05
1392	1110.0	0.05
1393	1820.0	0.05
1394	910.0	0.05
1395	360.0	0.05
1396	1770.0	0.05
1397	2220.0	0.05
1398	1610.0	0.05
1399	1150.0	0.05
1400	3920.0	0.05
1401	2560.0	0.05
1402	970.0	0.05
1403	660.0	0.05
1404	1450.0	0.05
1405	2090.0	0.05
1406	1190.0	0.05
1407	1140.0	0.05
1408	900.0	0.05
1409	3000.0	0.05
1410	790.0	0.05
1411	570.0	0.05
1412	720.0	0.05
1413	850.0	0.05
1414	1580.0	0.05
1415	1040.0	0.05
1416	2180.0	0.05
1417	740.0	0.05
1418	1120.0	0.05
1419	280.0	0.05
1420	1090.0	0.05
1421	1810.0	0.05
1422	840.0	0.05
1423	1330.0	0.05
1424	1290.0	0.05
1425	660.0	0.05
1426	1360.0	0.05
1427	1460.0	0.05
1428	1730.0	0.05
1429	1260.0	0.05
1430	1760.0	0.05
1431	2420.0	0.05
1432	770.0	0.05
1433	2350.0	0.05
1434	1520.0	0.05
1435	830.0	0.05
1436	590.0	0.05
1437	1610.0	0.05
1438	1170.0	0.05
1439	1130.0	0.05
1440	2140.0	0.05
1441	1170.0	0.05
1442	1180.0	0.05
1443	650.0	0.05
1444	1670.0	0.05
1445	1500.0	0.05
1446	1160.0	0.05
1447	530.0	0.05
1448	1640.0	0.05
1449	160.0	0.05
1450	1150.0	0.05
1451	1490.0	0.05
1452	850.0	0.05
1453	1690.0	0.05
1454	1260.0	0.05
1455	800.0	0.05
1456	1440.0	0.05
1457	1160.0	0.05
1458	1590.0	0.05
1459	2150.0	0.05
1460	690.0	0.05
1461	740.0	0.05
1462	3560.0	0.05
1463	1400.0	0.05
1464	1070.0	0.05
1465	1980.0	0.05
1466	1520.0	0.05
1467	1120.0	0.05
1468	1180.0	0.05
1469	1380.0	0.05
1470	1210.0	0.05
1471	780.0	0.05
1472	2520.0	0.05
1473	1620.0	0.05
1474	500.0	0.05
1475	330.0	0.05
1476	390.0	0.05
1477	2420.0	0.05
1478	330.0	0.05
1479	520.0	0.05
1480	630.0	0.05
1481	1510.0	0.05
1482	740.0	0.05
1483	560.0	0.05
1484	950.0	0.05
1485	2070.0	0.05
1486	2840.0	0.05
1487	1110.0	0.05
1488	1420.0	0.05
1489	1340.0	0.05
1490	1600.0	0.05
1491	1060.0	0.05
1492	1750.0	0.05
1493	710.0	0.05
1494	1100.0	0.05
1495	1280.0	0.05
1496	990.0	0.05
1497	790.0	0.05
1498	2380.0	0.05
1499	920.0	0.05
1500	3880.0	0.05
1501	2460.0	0.05
1502	1180.0	0.05
1503	820.0	0.05
1504	530.0	0.05
1505	1100.0	0.05
1506	990.0	0.05
1507	1510.0	0.05
1508	1530.0	0.05
1509	1260.0	0.05
1510	1120.0	0.05
1511	670.0	0.05
1512	800.0	0.05
1513	390.0	0.05
1514	1190.0	0.05
1515	1100.0	0.05
1516	1630.0	0.05
1517	2220.0	0.05
1518	1590.0	0.05
1519	1750.0	0.05
1520	1470.0	0.05
1521	1940.0	0.05
1522	1010.0	0.05
1523	340.0	0.05
1524	870.0	0.05
1525	760.0	0.05
1526	2260.0	0.05
1527	1610.0	0.05
1528	3470.0	0.05
1529	1420.0	0.05
1530	690.0	0.05
1531	610.0	0.05
1532	1840.0	0.05
1533	2230.0	0.05
1534	1870.0	0.05
1535	2860.0	0.05
1536	1570.0	0.05
1537	1230.0	0.05
1538	1070.0	0.05
1539	2460.0	0.05
1540	1560.0	0.05
1541	1000.0	0.05
1542	1650.0	0.05
1543	2450.0	0.05
1544	2780.0	0.05
1545	1110.0	0.05
1546	730.0	0.05
1547	1220.0	0.05
1548	3550.0	0.05
1549	920.0	0.05
1550	1030.0	0.05
1551	1310.0	0.05
1552	700.0	0.05
1553	1240.0	0.05
1554	1020.0	0.05
1555	2140.0	0.05
1556	1590.0	0.05
1557	1980.0	0.05
1558	1270.0	0.05
1559	810.0	0.05
1560	2000.0	0.05
1561	820.0	0.05
1562	2100.0	0.05
1563	1560.0	0.05
1564	1760.0	0.05
1565	1610.0	0.05
1566	3810.0	0.05
1567	2620.0	0.05
1568	740.0	0.05
1569	1240.0	0.05
1570	720.0	0.05
1571	900.0	0.05
1572	950.0	0.05
1573	650.0	0.05
1574	980.0	0.05
1575	920.0	0.05
1576	900.0	0.05
1577	980.0	0.05
1578	970.0	0.05
1579	1610.0	0.05
1580	810.0	0.05
1581	1580.0	0.05
1582	810.0	0.05
1583	790.0	0.05
1584	850.0	0.05
1585	1410.0	0.05
1586	810.0	0.05
1587	1140.0	0.05
1588	400.0	0.05
1589	1140.0	0.05
1590	1300.0	0.05
1591	710.0	0.05
1592	1490.0	0.05
1593	1030.0	0.05
1594	1730.0	0.05
1595	1240.0	0.05
1596	800.0	0.05
1597	2070.0	0.05
1598	420.0	0.05
1599	2840.0	0.05
1600	2060.0	0.05
1601	680.0	0.05
1602	2110.0	0.05
1603	2210.0	0.05
1604	1480.0	0.05
1605	2450.0	0.05
1606	2290.0	0.05
1607	750.0	0.05
1608	2200.0	0.05
1609	1550.0	0.05
1610	2750.0	0.05
1611	490.0	0.05
1612	830.0	0.05
1613	1650.0	0.05
1614	2630.0	0.05
1615	1200.0	0.05
1616	1380.0	0.05
1617	1000.0	0.05
1618	2140.0	0.05
1619	1480.0	0.05
1620	1070.0	0.05
1621	2530.0	0.05
1622	1640.0	0.05
1623	1470.0	0.05
1624	1270.0	0.05
1625	1020.0	0.05
1626	2000.0	0.05
1627	4420.0	0.05
1628	1140.0	0.05
1629	2210.0	0.05
1630	1310.0	0.05
1631	480.0	0.05
1632	1240.0	0.05
1633	1240.0	0.05
1634	690.0	0.05
1635	1560.0	0.05
1636	1670.0	0.05
1637	2240.0	0.05
1638	1780.0	0.05
1639	1350.0	0.05
1640	2340.0	0.05
1641	1530.0	0.05
1642	1310.0	0.05
1643	1300.0	0.05
1644	1310.0	0.05
1645	3840.0	0.05
1646	810.0	0.05
1647	900.0	0.05
1648	2200.0	0.05
1649	800.0	0.05
1650	2240.0	0.05
1651	710.0	0.05
1652	3830.0	0.05
1653	1880.0	0.05
1654	650.0	0.05
1655	610.0	0.05
1656	2070.0	0.05
1657	3640.0	0.05
1658	1270.0	0.05
1659	1020.0	0.05
1660	2590.0	0.05
1661	2560.0	0.05
1662	2340.0	0.05
1663	1490.0	0.05
1664	1060.0	0.05
1665	830.0	0.05
1666	1020.0	0.05
1667	1840.0	0.05
1668	1560.0	0.05
1669	2010.0	0.05
1670	1390.0	0.05
1671	1630.0	0.05
1672	2200.0	0.05
1673	2080.0	0.05
1674	450.0	0.05
1675	1160.0	0.05
1676	2400.0	0.05
1677	1400.0	0.05
1678	3260.0	0.05
1679	1480.0	0.05
1680	1500.0	0.05
1681	440.0	0.05
1682	1620.0	0.05
1683	2760.0	0.05
1684	2350.0	0.05
1685	1870.0	0.05
1686	550.0	0.05
1687	1510.0	0.05
1688	1100.0	0.05
1689	2280.0	0.05
1690	2490.0	0.05
1691	1990.0	0.05
1692	1440.0	0.05
1693	1140.0	0.05
1694	700.0	0.05
1695	700.0	0.05
1696	1920.0	0.05
1697	1600.0	0.05
1698	3700.0	0.05
1699	2910.0	0.05
1700	920.0	0.05
1701	1180.0	0.05
1702	1320.0	0.05
1703	830.0	0.05
1704	990.0	0.05
1705	1860.0	0.05
1706	1420.0	0.05
1707	2180.0	0.05
1708	1600.0	0.05
1709	1330.0	0.05
1710	440.0	0.05
1711	1830.0	0.05
1712	2240.0	0.05
1713	2450.0	0.05
1714	1160.0	0.05
1715	640.0	0.05
1716	660.0	0.05
1717	1990.0	0.05
1718	1500.0	0.05
1719	1040.0	0.05
1720	1410.0	0.05
1721	1670.0	0.05
1722	1930.0	0.05
1723	690.0	0.05
1724	790.0	0.05
1725	1020.0	0.05
1726	1630.0	0.05
1727	2100.0	0.05
1728	1530.0	0.05
1729	700.0	0.05
1730	1700.0	0.05
1731	1510.0	0.05
1732	2170.0	0.05
1733	1880.0	0.05
1734	1720.0	0.05
1735	2400.0	0.05
1736	740.0	0.05
1737	3300.0	0.05
1738	690.0	0.05
1739	1480.0	0.05
1740	1130.0	0.05
1741	2400.0	0.05
1742	2100.0	0.05
1743	1110.0	0.05
1744	800.0	0.05
1745	1080.0	0.05
1746	1720.0	0.05
1747	1270.0	0.05
1748	1350.0	0.05
1749	4460.0	0.05
1750	580.0	0.05
1751	1260.0	0.05
1752	960.0	0.05
1753	1690.0	0.05
1754	1260.0	0.05
1755	1550.0	0.05
1756	1450.0	0.05
1757	2300.0	0.05
1758	950.0	0.05
1759	680.0	0.05
1760	1700.0	0.05
1761	1540.0	0.05
1762	510.0	0.05
1763	2250.0	0.05
1764	1790.0	0.05
1765	840.0	0.05
1766	950.0	0.05
1767	720.0	0.05
1768	1640.0	0.05
1769	730.0	0.05
1770	510.0	0.05
1771	1130.0	0.05
1772	480.0	0.05
1773	1850.0	0.05
1774	1050.0	0.05
1775	2230.0	0.05
1776	2580.0	0.05
1777	810.0	0.05
1778	1000.0	0.05
1779	1140.0	0.05
1780	1160.0	0.05
1781	1340.0	0.05
1782	570.0	0.05
1783	430.0	0.05
1784	900.0	0.05
1785	1400.0	0.05
1786	760.0	0.05
1787	960.0	0.05
1788	2570.0	0.05
1789	2510.0	0.05
1790	600.0	0.05
1791	1400.0	0.05
1792	1690.0	0.05
1793	2170.0	0.05
1794	1120.0	0.05
1795	540.0	0.05
1796	740.0	0.05
1797	630.0	0.05
1798	2850.0	0.05
1799	1200.0	0.05
1800	780.0	0.05
1801	1720.0	0.05
1802	1200.0	0.05
1803	3740.0	0.05
1804	1650.0	0.05
1805	2950.0	0.05
1806	1000.0	0.05
1807	1540.0	0.05
1808	2450.0	0.05
1809	1000.0	0.05
1810	1280.0	0.05
1811	930.0	0.05
1812	3850.0	0.05
1813	1160.0	0.05
1814	980.0	0.05
1815	2380.0	0.05
1816	550.0	0.05
1817	720.0	0.05
1818	1000.0	0.05
1819	850.0	0.05
1820	2450.0	0.05
1821	1500.0	0.05
1822	1550.0	0.05
1823	940.0	0.05
1824	1050.0	0.05
1825	1590.0	0.05
1826	1340.0	0.05
1827	850.0	0.05
1828	1030.0	0.05
1829	2690.0	0.05
1830	1310.0	0.05
1831	1260.0	0.05
1832	480.0	0.05
1833	570.0	0.05
1834	1900.0	0.05
1835	3800.0	0.05
1836	1040.0	0.05
1837	1100.0	0.05
1838	1060.0	0.05
1839	600.0	0.05
1840	850.0	0.05
1841	1000.0	0.05
1842	2910.0	0.05
1843	3480.0	0.05
1844	750.0	0.05
1845	1590.0	0.05
1846	1180.0	0.05
1847	1550.0	0.05
1848	1300.0	0.05
1849	1530.0	0.05
1850	2330.0	0.05
1851	2890.0	0.05
1852	2590.0	0.05
1853	2840.0	0.05
1854	3310.0	0.05
1855	1710.0	0.05
1856	1300.0	0.05
1857	2430.0	0.05
1858	1450.0	0.05
1859	1320.0	0.05
1860	2430.0	0.05
1861	1270.0	0.05
1862	2930.0	0.05
1863	2330.0	0.05
1864	910.0	0.05
1865	860.0	0.05
1866	1320.0	0.05
1867	2440.0	0.05
1868	2620.0	0.05
1869	2060.0	0.05
1870	1070.0	0.05
1871	1060.0	0.05
1872	2730.0	0.05
1873	720.0	0.05
1874	2330.0	0.05
1875	1680.0	0.05
1876	1580.0	0.05
1877	1950.0	0.05
1878	920.0	0.05
1879	520.0	0.05
1880	1120.0	0.05
1881	2230.0	0.05
1882	1310.0	0.05
1883	2370.0	0.05
1884	1980.0	0.05
1885	1270.0	0.05
1886	1240.0	0.05
1887	880.0	0.05
1888	1620.0	0.05
1889	1150.0	0.05
1890	1410.0	0.05
1891	2630.0	0.05
1892	2090.0	0.05
1893	970.0	0.05
1894	1490.0	0.05
1895	3020.0	0.05
1896	1200.0	0.05
1897	2560.0	0.05
1898	1300.0	0.05
1899	2650.0	0.05
1900	660.0	0.05
1901	680.0	0.05
1902	2540.0	0.05
1903	1340.0	0.05
1904	2410.0	0.05
1905	890.0	0.05
1906	980.0	0.05
1907	860.0	0.05
1908	1110.0	0.05
1909	2270.0	0.05
1910	2670.0	0.05
1911	660.0	0.05
1912	1620.0	0.05
1913	2040.0	0.05
1914	2060.0	0.05
1915	960.0	0.05
1916	1110.0	0.05
1917	1850.0	0.05
1918	1150.0	0.05
1919	1840.0	0.05
1920	1280.0	0.05
1921	1030.0	0.05
1922	830.0	0.05
1923	1010.0	0.05
1924	1070.0	0.05
1925	1110.0	0.05
1926	720.0	0.05
1927	1780.0	0.05
1928	1260.0	0.05
1929	1240.0	0.05
1930	470.0	0.05
1931	2160.0	0.05
1932	1250.0	0.05
1933	1170.0	0.05
1934	1130.0	0.05
1935	1030.0	0.05
1936	1740.0	0.05
1937	1840.0	0.05
1938	1350.0	0.05
1939	2410.0	0.05
1940	1370.0	0.05
1941	2770.0	0.05
1942	1020.0	0.05
1943	1620.0	0.05
1944	3000.0	0.05
1945	1460.0	0.05
1946	2090.0	0.05
1947	1110.0	0.05
1948	900.0	0.05
1949	1010.0	0.05
1950	830.0	0.05
1951	910.0	0.05
1952	610.0	0.05
1953	1780.0	0.05
1954	1140.0	0.05
1955	2830.0	0.05
1956	1010.0	0.05
1957	2090.0	0.05
1958	460.0	0.05
1959	1310.0	0.05
1960	2360.0	0.05
1961	1800.0	0.05
1962	2370.0	0.05
1963	1460.0	0.05
1964	1790.0	0.05
1965	1580.0	0.05
1966	1220.0	0.05
1967	1120.0	0.05
1968	680.0	0.05
1969	1480.0	0.05
1970	760.0	0.05
1971	1710.0	0.05
1972	2660.0	0.05
1973	2100.0	0.05
1974	900.0	0.05
1975	1530.0	0.05
1976	630.0	0.05
1977	1620.0	0.05
1978	2000.0	0.05
1979	610.0	0.05
1980	920.0	0.05
1981	1400.0	0.05
1982	2430.0	0.05
1983	1480.0	0.05
1984	1380.0	0.05
1985	420.0	0.05
1986	1240.0	0.05
1987	1440.0	0.05
1988	620.0	0.05
1989	520.0	0.05
1990	2290.0	0.05
1991	1680.0	0.05
1992	1220.0	0.05
1993	1080.0	0.05
1994	900.0	0.05
1995	1000.0	0.05
1996	2720.0	0.05
1997	820.0	0.05
1998	1350.0	0.05
1999	2450.0	0.05
2000	1070.0	0.05
2001	2900.0	0.05
2002	2170.0	0.05
2003	2510.0	0.05
2004	1020.0	0.05
2005	740.0	0.05
2006	2070.0	0.05
2007	2950.0	0.05
2008	1470.0	0.05
2009	730.0	0.05
2010	1360.0	0.05
2011	3710.0	0.05
2012	1540.0	0.05
2013	570.0	0.05
2014	1660.0	0.05
2015	600.0	0.05
2016	960.0	0.05
2017	1630.0	0.05
2018	1500.0	0.05
2019	1140.0	0.05
2020	2210.0	0.05
2021	1080.0	0.05
2022	2090.0	0.05
2023	2060.0	0.05
2024	1790.0	0.05
2025	900.0	0.05
2026	2440.0	0.05
2027	1920.0	0.05
2028	3740.0	0.05
2029	1390.0	0.05
2030	1400.0	0.05
2031	2820.0	0.05
2032	2950.0	0.05
2033	3660.0	0.05
2034	1000.0	0.05
2035	2170.0	0.05
2036	1080.0	0.05
2037	2620.0	0.05
2038	680.0	0.05
2039	2310.0	0.05
2040	850.0	0.05
2041	1710.0	0.05
2042	490.0	0.05
2043	1020.0	0.05
2044	1180.0	0.05
2045	1500.0	0.05
2046	2510.0	0.05
2047	1680.0	0.05
2048	3030.0	0.05
2049	1380.0	0.05
2050	2530.0	0.05
2051	820.0	0.05
2052	1330.0	0.05
2053	1700.0	0.05
2054	1640.0	0.05
2055	1320.0	0.05
2056	550.0	0.05
2057	2400.0	0.05
2058	1100.0	0.05
2059	1370.0	0.05
2060	2280.0	0.05
2061	1590.0	0.05
2062	1320.0	0.05
2063	1370.0	0.05
2064	2040.0	0.05
2065	1760.0	0.05
2066	2840.0	0.05
2067	1810.0	0.05
2068	1700.0	0.05
2069	370.0	0.05
2070	3130.0	0.05
2071	2020.0	0.05
2072	1150.0	0.05
2073	1410.0	0.05
2074	1270.0	0.05
2075	2540.0	0.05
2076	1690.0	0.05
2077	2360.0	0.05
2078	3830.0	0.05
2079	1100.0	0.05
2080	1360.0	0.05
2081	1090.0	0.05
2082	2370.0	0.05
2083	2190.0	0.05
2084	1390.0	0.05
2085	1140.0	0.05
2086	4490.0	0.05
2087	1240.0	0.05
2088	2040.0	0.05
2089	960.0	0.05
2090	1160.0	0.05
2091	540.0	0.05
2092	1190.0	0.05
2093	3160.0	0.05
2094	1020.0	0.05
2095	2630.0	0.05
2096	2250.0	0.05
2097	2440.0	0.05
2098	1830.0	0.05
2099	2950.0	0.05
2100	1290.0	0.05
2101	2490.0	0.05
2102	1250.0	0.05
2103	1710.0	0.05
2104	2440.0	0.05
2105	930.0	0.05
2106	1880.0	0.05
2107	1940.0	0.05
2108	3830.0	0.05
2109	2580.0	0.05
2110	1470.0	0.05
2111	1080.0	0.05
2112	2200.0	0.05
2113	1980.0	0.05
2114	750.0	0.05
2115	1040.0	0.05
2116	490.0	0.05
2117	1560.0	0.05
2118	1430.0	0.05
2119	1700.0	0.05
2120	2480.0	0.05
2121	500.0	0.05
2122	260.0	0.05
2123	880.0	0.05
2124	1340.0	0.05
2125	910.0	0.05
2126	1580.0	0.05
2127	920.0	0.05
2128	2410.0	0.05
2129	520.0	0.05
2130	960.0	0.05
2131	1020.0	0.05
2132	2650.0	0.05
2133	3920.0	0.05
2134	990.0	0.05
2135	2970.0	0.05
2136	2290.0	0.05
2137	1210.0	0.05
2138	2910.0	0.05
2139	1140.0	0.05
2140	1340.0	0.05
2141	1220.0	0.05
2142	2880.0	0.05
2143	870.0	0.05
2144	1970.0	0.05
2145	1100.0	0.05
2146	4540.0	0.05
2147	2450.0	0.05
2148	2850.0	0.05
2149	2820.0	0.05
2150	1310.0	0.05
2151	1600.0	0.05
2152	960.0	0.05
2153	1810.0	0.05
2154	1250.0	0.05
2155	450.0	0.05
2156	2170.0	0.05
2157	1540.0	0.05
2158	760.0	0.05
2159	770.0	0.05
2160	1620.0	0.05
2161	3800.0	0.05
2162	4800.0	0.05
2163	2240.0	0.05
2164	1060.0	0.05
2165	1500.0	0.05
2166	1180.0	0.05
2167	2010.0	0.05
2168	1020.0	0.05
2169	670.0	0.05
2170	800.0	0.05
2171	1570.0	0.05
2172	420.0	0.05
2173	760.0	0.05
2174	880.0	0.05
2175	1240.0	0.05
2176	840.0	0.05
2177	1210.0	0.05
2178	530.0	0.05
2179	1120.0	0.05
2180	480.0	0.05
2181	1820.0	0.05
2182	1740.0	0.05
2183	1070.0	0.05
2184	2160.0	0.05
2185	1120.0	0.05
2186	850.0	0.05
2187	770.0	0.05
2188	1700.0	0.05
2189	880.0	0.05
2190	1230.0	0.05
2191	2020.0	0.05
2192	800.0	0.05
2193	1120.0	0.05
2194	1830.0	0.05
2195	1270.0	0.05
2196	1560.0	0.05
2197	1850.0	0.05
2198	930.0	0.05
2199	1410.0	0.05
2200	730.0	0.05
2201	750.0	0.05
2202	2170.0	0.05
2203	1200.0	0.05
2204	1260.0	0.05
2205	1700.0	0.05
2206	1790.0	0.05
2207	550.0	0.05
2208	510.0	0.05
2209	1200.0	0.05
2210	2420.0	0.05
2211	2030.0	0.05
2212	720.0	0.05
2213	750.0	0.05
2214	1000.0	0.05
2215	1850.0	0.05
2216	1010.0	0.05
2217	790.0	0.05
2218	1080.0	0.05
2219	1200.0	0.05
2220	1290.0	0.05
2221	1530.0	0.05
2222	730.0	0.05
2223	1470.0	0.05
2224	940.0	0.05
2225	590.0	0.05
2226	2990.0	0.05
2227	780.0	0.05
2228	1210.0	0.05
2229	2310.0	0.05
2230	790.0	0.05
2231	2070.0	0.05
2232	2510.0	0.05
2233	1760.0	0.05
2234	1440.0	0.05
2235	430.0	0.05
2236	1080.0	0.05
2237	4210.0	0.05
2238	1010.0	0.05
2239	760.0	0.05
2240	1620.0	0.05
2241	3760.0	0.05
2242	850.0	0.05
2243	760.0	0.05
2244	1300.0	0.05
2245	750.0	0.05
2246	620.0	0.05
2247	1220.0	0.05
2248	820.0	0.05
2249	1080.0	0.05
2250	480.0	0.05
2251	1050.0	0.05
2252	1390.0	0.05
2253	480.0	0.05
2254	1170.0	0.05
2255	1090.0	0.05
2256	1070.0	0.05
2257	490.0	0.05
2258	320.0	0.05
2259	2200.0	0.05
2260	2190.0	0.05
2261	2530.0	0.05
2262	490.0	0.05
2263	310.0	0.05
2264	310.0	0.05
2265	740.0	0.05
2266	1160.0	0.05
2267	2340.0	0.05
2268	1330.0	0.05
2269	940.0	0.05
2270	1180.0	0.05
2271	2190.0	0.05
2272	1700.0	0.05
2273	1170.0	0.05
2274	2320.0	0.05
2275	1040.0	0.05
2276	780.0	0.05
2277	2860.0	0.05
2278	3680.0	0.05
2279	660.0	0.05
2280	600.0	0.05
2281	780.0	0.05
2282	1770.0	0.05
2283	240.0	0.05
2284	2010.0	0.05
2285	950.0	0.05
2286	1240.0	0.05
2287	960.0	0.05
2288	1500.0	0.05
2289	1840.0	0.05
2290	1460.0	0.05
2291	1040.0	0.05
2292	2250.0	0.05
2293	1500.0	0.05
2294	3870.0	0.05
2295	1990.0	0.05
2296	1640.0	0.05
2297	1020.0	0.05
2298	990.0	0.05
2299	4160.0	0.05
2300	1470.0	0.05
2301	3880.0	0.05
2302	2280.0	0.05
2303	1600.0	0.05
2304	2160.0	0.05
2305	2010.0	0.05
2306	1670.0	0.05
2307	910.0	0.05
2308	690.0	0.05
2309	520.0	0.05
2310	1080.0	0.05
2311	1730.0	0.05
2312	1910.0	0.05
2313	2040.0	0.05
2314	1230.0	0.05
2315	1310.0	0.05
2316	780.0	0.05
2317	1520.0	0.05
2318	2600.0	0.05
2319	2350.0	0.05
2320	710.0	0.05
2321	2880.0	0.05
2322	520.0	0.05
2323	2270.0	0.05
2324	1230.0	0.05
2325	1160.0	0.05
2326	4210.0	0.05
2327	1790.0	0.05
2328	2470.0	0.05
2329	1640.0	0.05
2330	310.0	0.05
2331	3010.0	0.05
2332	1310.0	0.05
2333	1990.0	0.05
2334	1100.0	0.05
2335	640.0	0.05
2336	1350.0	0.05
2337	320.0	0.05
2338	2770.0	0.05
2339	2220.0	0.05
2340	2500.0	0.05
2341	2990.0	0.05
2342	1340.0	0.05
2343	810.0	0.05
2344	1840.0	0.05
2345	2670.0	0.05
2346	1560.0	0.05
2347	1190.0	0.05
2348	2520.0	0.05
2349	2000.0	0.05
2350	630.0	0.05
2351	3070.0	0.05
2352	2270.0	0.05
2353	2840.0	0.05
2354	790.0	0.05
2355	840.0	0.05
2356	2030.0	0.05
2357	2270.0	0.05
2358	1250.0	0.05
2359	2290.0	0.05
2360	1370.0	0.05
2361	2880.0	0.05
2362	820.0	0.05
2363	1250.0	0.05
2364	1710.0	0.05
2365	1410.0	0.05
2366	2890.0	0.05
2367	2320.0	0.05
2368	2200.0	0.05
2369	380.0	0.05
2370	2050.0	0.05
2371	830.0	0.05
2372	780.0	0.05
2373	1700.0	0.05
2374	1180.0	0.05
2375	1390.0	0.05
2376	2760.0	0.05
2377	2320.0	0.05
2378	1590.0	0.05
2379	1210.0	0.05
2380	820.0	0.05
2381	1680.0	0.05
2382	1430.0	0.05
2383	630.0	0.05
2384	2050.0	0.05
2385	3960.0	0.05
2386	1320.0	0.05
2387	1390.0	0.05
2388	2120.0	0.05
2389	1530.0	0.05
2390	1830.0	0.05
2391	1010.0	0.05
2392	2320.0	0.05
2393	4000.0	0.05
2394	2220.0	0.05
2395	1360.0	0.05
2396	2490.0	0.05
2397	2210.0	0.05
2398	1270.0	0.05
2399	760.0	0.05
2400	2120.0	0.05
2401	2640.0	0.05
2402	1350.0	0.05
2403	1340.0	0.05
2404	1830.0	0.05
2405	1280.0	0.05
2406	1070.0	0.05
2407	1600.0	0.05
2408	1670.0	0.05
2409	2260.0	0.05
2410	2420.0	0.05
2411	2410.0	0.05
2412	1220.0	0.05
2413	1510.0	0.05
2414	1460.0	0.05
2415	1120.0	0.05
2416	1940.0	0.05
2417	3220.0	0.05
2418	1670.0	0.05
2419	870.0	0.05
2420	1410.0	0.05
2421	4160.0	0.05
2422	990.0	0.05
2423	1150.0	0.05
2424	1350.0	0.05
2425	1470.0	0.05
2426	870.0	0.05
2427	1310.0	0.05
2428	1710.0	0.05
2429	2170.0	0.05
2430	3150.0	0.05
2431	1390.0	0.05
2432	1010.0	0.05
2433	2220.0	0.05
2434	2840.0	0.05
2435	2260.0	0.05
2436	1640.0	0.05
2437	1290.0	0.05
2438	2370.0	0.05
2439	1050.0	0.05
2440	1120.0	0.05
2441	760.0	0.05
2442	1330.0	0.05
2443	1600.0	0.05
2444	4650.0	0.05
2445	2130.0	0.05
2446	1620.0	0.05
2447	2280.0	0.05
2448	2390.0	0.05
2449	600.0	0.05
2450	370.0	0.05
2451	2320.0	0.05
2452	2260.0	0.05
2453	1750.0	0.05
2454	3030.0	0.05
2455	4140.0	0.05
2456	1840.0	0.05
2457	1340.0	0.05
2458	2400.0	0.05
2459	2130.0	0.05
2460	1640.0	0.05
2461	3800.0	0.05
2462	2470.0	0.05
2463	2630.0	0.05
2464	1300.0	0.05
2465	1840.0	0.05
2466	210.0	0.05
2467	3050.0	0.05
2468	1030.0	0.05
2469	1290.0	0.05
2470	1620.0	0.05
2471	840.0	0.05
2472	3730.0	0.05
2473	1450.0	0.05
2474	1300.0	0.05
2475	1610.0	0.05
2476	1030.0	0.05
2477	3420.0	0.05
2478	1070.0	0.05
2479	2370.0	0.05
2480	770.0	0.05
2481	3940.0	0.05
2482	870.0	0.05
2483	1430.0	0.05
2484	1200.0	0.05
2485	1160.0	0.05
2486	2520.0	0.05
2487	1760.0	0.05
2488	2500.0	0.05
2489	1460.0	0.05
2490	1330.0	0.05
2491	3100.0	0.05
2492	2340.0	0.05
2493	2300.0	0.05
2494	2720.0	0.05
2495	1770.0	0.05
2496	2490.0	0.05
